#ess=1977.13399404 nsamp=9885
#post like m1 m2 tRef dist phase inc lambda beta pol 
-67.7405440021 -7.02812407582 1526451.65701 491870.211327 -29.2200543584 55283.9978424 3.97874804074 2.30899765163 4.55698784649 1.34918545313 0.725690258428 
-65.2516693279 -6.02539584089 1486774.93547 504379.565622 483.922237107 35259.3538483 1.47531666167 1.08961873629 6.16553451521 0.627187014804 0.699417729761 
-63.6518585993 -4.58386480877 1487718.27119 503686.21497 -73.584896174 39441.4713788 1.4950092623 2.132071874 4.30133791437 0.122740136695 2.87189971322 
-63.1572960912 -2.50987677239 1496565.77007 500931.939081 108.106451547 40573.8115111 3.49133086328 2.15797500051 5.10094934508 1.36117175435 1.21109344906 
-66.9027690658 -6.28251838513 1560993.06951 482650.80084 -144.309936899 34039.0394386 6.20004162065 2.07146631612 5.57037363013 1.36542886802 1.61686073117 
-64.5454639863 -5.31935229793 1500012.67006 500754.73432 -407.37053515 41532.9359776 5.93418718165 2.12491106582 3.03067379233 -0.563162400371 2.36140534368 
-64.7089613268 -5.37885654497 1484338.62755 504904.182192 533.540176743 45037.0773416 3.62209165438 0.900600434163 6.161489941 0.600557695194 0.712493561584 
-62.113647524 -2.81649833499 1471054.77076 509216.693835 571.558327373 40477.2413947 5.2524610539 0.976956812116 6.1014830154 0.633644524341 0.697593387527 
-64.7610655016 -4.26796547832 1509035.58533 497418.258117 -2.83820249997 48009.8617301 5.05179321159 0.917761918991 1.63220367277 -1.3131201213 2.26700055681 
-66.9554250507 -7.85100152713 1488883.23214 503245.309834 -113.521886998 46166.012084 5.8532380551 2.19712446086 4.20640971112 0.0165096184876 2.93381071687 
-61.7429243139 -0.940107349319 1500186.11643 500040.993487 -15.0178047599 38589.7950469 4.48011539492 1.02596070692 2.19788291151 -1.39638987232 1.75782002087 
-64.9540162079 -3.88782441862 1512485.27081 496425.109039 -77.1512890276 37741.9895457 1.97481820111 1.02468649812 2.69369491141 -1.43682672793 1.2447321141 
-63.1242115328 -3.99814438793 1535694.46368 489745.176084 135.678839046 44768.6331349 5.39837738012 0.93312312628 1.10610006426 -0.139125064397 0.33224461595 
-66.2730301359 -6.93966327029 1514700.20242 495705.760451 435.565779232 45457.3100502 5.66953081852 0.892725005644 6.08839169328 0.593359433276 0.643923276638 
-65.2457663472 -4.84277561913 1500024.57137 500046.605178 130.476575534 30089.4350254 4.46232686552 1.98148053142 5.39468690193 1.32698890538 1.59498240967 
-64.006930203 -3.06643479586 1479840.15507 505998.623147 164.101123808 38503.0768581 5.87519129571 2.09228554678 5.26312755815 1.42137519307 1.33200381059 
-65.4371392048 -4.54269425892 1543770.69535 487423.761355 -200.161548434 40329.121345 3.43919704261 0.989073810153 2.0883957606 -1.40750842875 1.89241642794 
-66.5616530774 -7.50292815037 1439892.88467 518901.830865 72.4823956117 41243.9359417 0.991039830965 2.13300744667 4.22647241235 0.0348531656277 2.9047182365 
-63.09310426 -4.0002359664 1495516.37678 501593.535578 302.280868464 44777.0423119 6.06654805429 0.973904505146 1.06921875337 -0.126871895927 0.427069726539 
-67.3016551941 -8.07531340945 1495985.99065 501366.793834 -14.6783959145 46964.0244603 4.29456021011 2.25909961965 1.88232743059 0.377915370645 1.75617523121 
-64.9575626831 -5.80255633439 1474707.63868 508002.110806 -127.186394237 48815.1536841 5.25793505009 2.26210373733 4.16189314887 0.0329132214631 2.78437266094 
-62.1802429937 -2.93631467575 1487982.17184 504234.510783 470.821575009 33867.6669699 0.952932663539 1.09671532717 6.19100962004 0.655060730927 0.719984529263 
-63.9880755891 -2.76535988167 1520579.83059 493904.055412 15.8113569315 45401.6583514 6.11527106256 2.17077033422 5.14460734594 1.45223209357 1.21103564935 
-71.5258908393 -10.5744062337 1538145.87853 489402.764352 -252.621623511 38730.020727 1.11857190611 1.00470255118 2.76777554433 -1.41813649478 1.16970197999 
-66.0876888113 -5.51184012164 1466555.04739 510330.093409 257.762670871 29427.7519193 3.62167237678 2.01292969231 5.71890036507 1.36377401805 1.82145715376 
-65.102244879 -5.85093099252 1504079.77043 499409.319201 442.317685176 42432.9691007 6.13787281943 1.01392175879 6.15785519687 0.598902121629 0.805549999171 
-73.3950741933 -12.8615880063 1571885.66917 479313.280663 -214.984152824 60405.9843994 3.12556465876 0.771743848848 1.26686352894 -1.28723054866 2.6176254909 
-62.6148841879 -3.33922362313 1467118.40997 510626.92682 566.53366806 38546.5368756 5.07574659096 1.02435478704 6.18963858045 0.645505429221 0.726683513292 
-66.6649693962 -7.54499192379 1507491.98857 498487.320542 -212.881456984 46002.5867018 2.20146349894 2.12770046559 2.00033399026 0.341389904127 1.82897990804 
-65.1035504997 -6.05660960846 1467725.89019 509863.161714 471.569735333 40734.7833107 0.570841885669 1.03200028053 1.0490469253 -0.0569646969246 0.329170067126 
-63.549686509 -4.29856237906 1495636.88197 501961.802711 455.933673085 42298.3353903 0.468354464012 0.99946292197 6.24061605609 0.58581627714 0.834571085939 
-72.9924465936 -13.7838003901 1417459.24747 526514.969715 99.5893319652 50921.7276262 2.12207191745 2.32752374063 4.20997805216 0.0141395747799 2.85337037447 
-67.3906134905 -6.0512449112 1543685.98465 487362.26072 -148.114630743 48438.9450215 5.54749129225 2.20378973068 4.71902789834 1.46264220706 0.91094150115 
-66.5790205234 -7.41900426192 1506771.43188 497796.957794 -142.767101609 48097.6031906 4.99461009336 2.26447747274 4.22421036911 0.0687680894108 2.78411440988 
