#ess=1740.34282326 nsamp=8701
#post like m1 m2 tRef dist phase inc lambda beta pol 
-69.7939297148 -8.96233652518 1522739.97347 497587.86737 86.1950473465 854560.86814 2.78345219395 0.906186305305 1.18608754765 -1.3847041829 2.78910721517 
-64.1332352506 -4.90065023383 1499202.70882 499027.954998 474.056956914 593047.182299 1.12381542118 1.05091527969 0.0476734127361 0.609591320649 0.767694350958 
-64.6270577962 -5.58567743786 1491533.19172 505881.091912 201.296281859 540864.557538 1.47260499879 1.08552496333 4.99949590408 -0.18867217828 1.19432571655 
-66.5760898401 -5.80004343907 1533539.89846 487945.456177 82.9500268422 845948.04319 2.5489988121 0.899612743601 1.29913777488 -1.37539284059 2.71565439376 
-63.884359174 -4.60439518404 1478978.76959 516114.146655 -346.764998044 712219.725589 2.07845353297 2.16689787166 2.96217206239 -0.579558189971 2.49552721383 
-62.1326152717 -2.89971060772 1499323.45282 502208.576427 -349.232196916 644127.49956 2.12172484402 2.10388900344 3.02372894434 -0.589409309413 2.36414935886 
-63.1112206975 -4.02457098487 1498776.49854 497505.398592 305.288792237 738330.689268 6.12308394305 0.995379256348 1.0489865471 -0.209546802401 0.272355675143 
-66.6084372675 -7.32533878477 1519547.06577 480423.132691 -325.047394121 611186.285401 3.00183596881 2.15235081055 2.96106510908 -0.660002953384 2.49373206756 
-64.2016121832 -4.95272061221 1502397.9022 498354.549367 -304.531946838 470512.181215 3.8859230376 1.98926954931 2.90795362667 -0.697021906641 2.51381510458 
-60.7812827075 -1.52939018771 1506889.94286 495104.475213 -336.95179459 598361.851475 2.58002869643 2.10815730861 2.94785547064 -0.626299220249 2.48357468657 
-65.1057693911 -4.53478924166 1505320.30817 491048.304843 5.03742310929 626278.433731 5.25640123064 1.00520876495 2.14109402815 -1.35062972049 1.83514490679 
-62.7756884828 -3.64777065785 1513289.21213 492255.778164 -161.559594862 757781.158447 4.17266271021 2.15190916257 2.06717353701 0.344742682179 1.89824674133 
-63.8899511168 -3.13994404001 1496199.31819 501385.486722 3.13286697375 631330.804066 5.24350065232 0.970569629054 2.24594731571 -1.38005198527 1.73312240165 
-64.0309618472 -4.82117254236 1535194.5648 489861.881336 -157.305590802 819593.352244 4.47643437776 2.24521844512 2.0382920268 0.357264532459 1.97729723351 
-64.7765461689 -3.56564758212 1511602.79328 494453.740999 16.3779104091 698596.652248 5.89696888297 0.97808762555 2.3488572597 -1.45198445233 1.60961353385 
-68.3867307545 -7.57216732944 1488767.24106 509141.7828 35.5111981811 604950.778604 0.345479715296 1.0624396698 1.89207266885 -1.40031920316 1.9929029195 
-65.7585849748 -6.70347730579 1530205.02051 491827.455552 274.708778516 630872.893892 4.80696368128 1.04618280088 1.10386459289 -0.157529998448 0.3371046252 
-66.7773663902 -7.65668592405 1530491.73439 478490.575473 314.036147484 829230.731463 0.189467152548 0.92057320748 1.01501697375 -0.206829606777 0.272755518007 
-65.2379663474 -6.12541925747 1545125.19724 479294.382286 198.429907742 629901.759131 1.29098317652 0.973631798656 5.02115853824 -0.282360811653 1.20538782843 
-65.6949661755 -6.58294112653 1498936.55948 508819.875254 -158.53134758 695461.726984 4.36089339876 2.11054875397 2.04626118303 0.3046495415 1.95101927815 
-64.1747965072 -5.03934315642 1509417.20425 491535.188006 332.576790941 863319.422892 1.02481726946 0.914978175885 0.984646628895 -0.194343163989 0.311267528 
-67.8777164418 -8.68251137762 1564252.39259 477136.30324 -217.179266427 909930.109237 2.09785384716 2.24191654543 2.16823262061 0.345305218748 1.87923717041 
-66.5237083449 -7.23361706294 1489612.85028 507413.847271 494.934463176 822751.845635 2.02877614955 0.905821941925 0.0163255342451 0.53064866391 0.680253104856 
-63.7813232777 -4.71755389051 1491427.99544 506946.656815 211.961306846 566325.916329 2.05129564965 1.04716818409 5.02120985788 -0.184302186476 1.28617396427 
-63.3118174558 -2.50315361305 1501667.81105 500488.254955 -8.92274414857 569308.769246 4.70013229807 1.06242018993 2.56544314009 -1.40076687952 1.35881344474 
-65.1231376534 -5.93283562278 1473357.02018 510725.96433 -147.072665269 862514.090104 4.6021705197 2.22046321039 2.05394357831 0.355147070855 1.99412144399 
-68.9382085727 -9.90894711667 1506749.89516 493959.69106 197.352610404 539395.514373 1.48193427585 1.08870999323 5.00543279554 -0.204977900987 1.33110092975 
-65.6573832966 -6.5698745268 1525806.18421 486348.926195 -207.642416831 784032.310618 2.2098963121 2.14208731338 2.1503058814 0.245517237964 1.98577996894 
-61.7492646477 -2.49348835575 1495454.3468 506842.410086 -345.185093343 647560.836327 2.29460097894 2.12072975151 2.96086727178 -0.598503080258 2.43852043743 
-66.9396378948 -7.84413374471 1519994.48799 487010.490211 337.485637698 817387.602607 1.34385982552 0.988867059345 0.958025200562 -0.259220650812 0.420713794532 
-63.5268689044 -4.25719855509 1513424.4619 494414.62883 -344.386879535 703392.054105 2.2153116648 2.17453233293 2.9591837462 -0.586253692957 2.50758365731 
-64.5467640189 -3.73178558732 1479586.12376 507120.559404 3.84818089303 545688.510404 5.2844470751 1.09990978714 2.41452000198 -1.40549647036 1.57410797924 
-64.2782986219 -5.12749475866 1476849.99086 509528.201949 -136.929155395 754033.52366 5.00659435027 2.12593526742 2.04493479155 0.417916408139 1.99198807874 
-70.0669078246 -10.9309282832 1527289.12828 478964.074566 326.969400966 811195.457974 0.825310772854 0.928327124074 0.980360955038 -0.293811406725 0.377642489579 
-64.1016183113 -5.09925340262 1493647.37856 501402.140199 262.298450575 548791.466343 4.23692448926 1.14321115347 1.16084443602 -0.171048167378 0.295038939508 
-64.8856523765 -5.74544702615 1498930.75959 502630.361826 -100.735935492 676436.015 0.544335721938 2.22726583716 4.37972561493 0.125574593724 2.95580246994 
-62.9187377913 -3.6707568695 1498504.86147 496365.126689 -309.623283132 477201.157716 3.69239662834 2.0164228502 2.91254827459 -0.688786274551 2.48139357712 
-63.7283559726 -4.63573526846 1498898.83242 495264.737075 208.41736781 617650.38538 1.80635719408 0.985022509168 5.0176674657 -0.225861334058 1.20415629572 
-64.5046221225 -5.43786961894 1497984.79924 505030.43187 -96.289972523 590991.434114 0.701665751624 2.02168415004 1.91886171681 0.337387739269 1.91494927433 
-63.6112931694 -4.61458911721 1467429.84516 510705.59747 -43.9878601902 423994.022504 2.93482937472 1.93599015751 1.81748156363 0.261122003928 1.87499499598 
-66.1102360886 -6.95844855583 1541464.36459 481850.864573 289.946201919 825829.163606 5.51981200602 0.934431054112 1.03884061527 -0.310180716667 0.31897872653 
-63.5257767586 -4.48641456637 1476004.99427 513753.745006 299.080125219 608545.644752 5.78050830108 1.08511846382 1.08804947141 -0.145996956891 0.222461432628 
-62.9495457595 -3.91190286752 1512902.29779 495550.240371 257.363077064 580182.550469 3.99307671948 1.073498451 1.15644323811 -0.167774132688 0.300148574831 
-64.8566134362 -4.19233916367 1543252.96966 486073.659321 -7.7004902299 566804.613513 4.77393575706 1.03997042994 2.24953199328 -1.37184125619 1.67095403284 
-64.4031392695 -3.66423435116 1509187.12614 498809.190816 -23.2243147625 503781.105605 4.13036615663 1.10527585819 2.69588484576 -1.3921927546 1.22915953088 
-66.2476695111 -5.2943336949 1460182.34974 518000.38936 52.0515889695 746357.992942 1.03115929745 0.956281902504 1.79462263847 -1.41259425297 2.05764508129 
-62.5227817991 -1.94263917151 1507202.42669 499083.935755 4.72195582868 626803.009845 5.24098453813 1.01105702139 2.12704361038 -1.3495909109 1.80911233302 
-66.1884753398 -7.07381735938 1513202.29639 496569.578185 180.710999654 584248.415339 0.627140602288 0.975741580162 4.96574831735 -0.241363668572 1.3325271569 
-64.7925296874 -3.56958030372 1537036.23986 487413.842455 16.6885230562 680865.553567 5.99995585271 1.00141543435 2.21872068716 -1.45493418773 1.77858693234 
-64.1735729815 -3.77865479151 1498873.80551 500859.931391 -24.6371619442 531005.488202 3.95614669077 1.05360784306 2.29329026644 -1.31097013694 1.62296845117 
-68.3047153847 -9.03225256297 1514168.82302 503596.2916 -171.713096125 892727.143666 3.85013369266 2.31134067013 2.07645428813 0.33575090957 1.95179476576 
-68.7494642983 -9.62547300452 1454469.27713 522619.444384 -46.001779092 590957.072646 2.82982288861 2.03551727843 1.83328428361 0.44757610389 1.91205561224 
-66.8984380294 -7.657351593 1511646.12924 499360.937711 -354.537486682 731743.672057 1.86700175514 2.14049500786 2.95906809684 -0.563517524626 2.47093859573 
-64.9680657543 -5.65560108678 1488617.70008 503843.109745 -308.500802267 556854.272122 3.69438072467 2.10389838643 2.96164638319 -0.700221883189 2.52403546264 
-69.2711456376 -7.05343066844 1496362.26555 500928.631606 48.3144516531 838160.31129 0.838056435227 2.22733217431 2.46068466243 1.5253000693 1.87264787694 
