#ess=1365.6633343 nsamp=6828
#post like m1 m2 tRef dist phase inc lambda beta pol 
-63.9420771228 -2.03549809126 1541179.29077 454335.150752 -1.42351637757 2683220.42188 5.21223135757 0.886641574726 2.03661996247 -1.33134265849 2.15207567176 
-65.436423634 -4.67224600814 1703011.31336 377098.595699 428.281510738 4285374.27324 4.81746067095 0.556959064533 5.596564901 -0.0312912216456 0.932877357819 
-67.1804441701 -6.12107510775 1697483.4497 320460.322604 -210.451110297 3639902.91174 1.97527644637 2.411886867 3.1192535392 1.04751684778 2.7807812906 
-71.654147198 -11.6578688278 1347676.87063 272630.81163 527.218387924 4535226.27896 1.28905368944 0.949369269062 5.96264452141 -0.641357201346 1.11700740833 
-65.4821880998 -4.8324568782 1568934.49962 515311.262412 451.759374532 4473876.70954 5.53997340399 0.88922070639 0.556889771696 0.282465001778 0.341255789411 
-65.4792805226 -4.6729581639 1776193.82264 440242.255929 306.702385734 5009759.01146 6.14413596482 0.688177468688 0.873596002914 -0.24099926715 0.751478555916 
-67.1163371733 -5.97817990579 1366088.39706 484463.256266 -94.4325563874 4381184.40253 5.64376904681 2.04198347322 2.9634830227 1.13689381119 2.7035385223 
-62.4330114463 -2.03223575266 1497085.42506 498468.957237 550.75241132 3633491.62381 4.34295484741 1.09258458625 0.218808192431 0.104340411668 0.450181041995 
-64.4017641013 -3.94625018796 1448691.24252 454789.343798 -291.812897364 3818290.42994 3.41986873788 2.27471002064 2.48087643585 0.252992401115 2.21952668862 
-69.0646353118 -6.87171362851 1349862.28845 511846.5868 129.356792101 4018053.08482 4.16245799586 2.23312715798 1.45655976884 1.39720431044 1.00285458035 
-67.3901286114 -6.63880077222 1650925.89579 382589.089309 504.742339299 4320742.31308 1.31488235646 0.58628242839 0.362863220337 0.313116770145 3.08675392948 
-63.3223043784 -2.38634109298 1576084.89118 409852.192967 266.98881465 4212746.49481 4.33042341019 0.852579743384 0.821321169167 -0.934299402238 0.110184452733 
-67.0325844051 -5.79787607805 1711989.69082 438273.631999 -145.61546651 4589596.33964 6.02914719677 2.41432832454 4.17378103997 0.952054563547 0.170422987852 
-65.5925520996 -5.01887674245 1755449.99338 302157.012534 -411.601930857 4528918.85342 6.15603081017 2.51411243729 2.97516616918 0.452717425057 2.57908940708 
-67.5238262048 -7.21793525978 1500787.67697 427604.531155 578.141003805 4215463.30443 5.58272134685 0.991150863821 0.258887979688 0.0645853187345 0.22693708199 
-67.4365812651 -6.80167066723 1840023.70583 233023.327633 -482.007631466 4470663.93732 3.84829285173 2.72637955318 3.18512955865 0.098467631624 2.32224871888 
-64.5894940845 -3.77654409484 1489102.47314 502818.770526 -284.284027407 4759936.21816 4.95187162578 2.12125366575 3.3989768745 0.811566508089 2.79533887865 
-64.7600593215 -3.97644802228 1399245.9261 508159.018568 -153.095860953 4741331.57246 3.49007206632 2.35948164424 4.06349885609 0.619711095564 0.156876734525 
-66.5253143121 -6.51394304955 1571626.94502 263339.892545 505.657088998 2800561.48751 4.06838257845 0.809544146576 5.73125629308 0.0554671724918 0.910975207884 
-68.0304532241 -5.90063200894 1667995.89023 425545.009886 104.775491469 2691301.00608 3.16097155096 2.43973718138 5.21525609645 1.33785626704 1.51188778494 
-68.0348826651 -6.3724120728 1743820.76198 390040.269251 -8.62125733891 3210510.31388 5.59846319887 2.48626768158 1.69227587577 1.1875248791 1.01798369868 
-66.3744590325 -5.55052874161 1748532.37892 329686.202343 400.425135353 5035548.14414 4.21344794834 0.604596392437 6.25169308367 -0.666564334882 0.78373200766 
-65.2650406558 -4.58599894473 1527530.00932 623863.287694 314.334069838 4369836.49855 0.38744643452 1.13764257575 0.917860098378 -0.346533412665 0.452451909115 
-62.9575958814 -2.41207489926 1524695.54365 481606.531008 417.584681625 3890965.72582 4.70950123774 0.89252966008 5.55720174314 -0.263576453146 0.85926425167 
-67.0839696614 -5.62301238714 1415307.74833 544084.82078 -48.7511355991 4523224.00543 3.61384743141 2.12583458207 4.06141476031 1.19031827765 2.64285963809 
-69.6929702759 -8.22411290785 1290840.94234 773198.512871 -39.6329374839 4681322.87453 4.68137655561 1.9516736673 2.07601595688 1.11832833675 1.12803613664 
-65.082475911 -4.56285735979 1413704.35217 486131.763407 479.88942349 2513245.04722 2.32183479423 1.08444669242 0.212184934084 0.61501514296 0.932494978339 
-67.543490358 -6.35422730205 1356386.42898 583616.555059 88.2195457182 2171718.86452 2.50524776868 1.24198442932 1.6389802717 -1.10420806409 2.19189226571 
-64.2394235632 -3.01172132066 1491475.32836 516870.15153 460.094818911 4175472.06981 0.439148977479 0.496142877882 0.25362245269 0.576995466075 0.546194628041 
-66.1529673933 -5.09132984735 1446658.30446 456866.662276 302.696766623 3768663.66401 6.06413616898 1.11676557023 0.0935615654716 -1.10472941616 0.364760371629 
-64.8856462705 -4.25788260396 1630986.68593 514241.444403 498.116105252 4013511.76427 1.28439275421 0.966258588567 6.08054621204 0.279317174387 0.793021805336 
-68.735736362 -7.02356276242 1397047.96058 825192.727935 -46.6740577584 4852238.68971 4.84408630608 2.14723373673 4.31276719689 1.11700277655 2.96430526664 
-64.6452456823 -2.9465598977 1578050.7508 536800.384548 -127.197561713 4826569.61509 6.16416306665 2.21863528601 3.22847855575 1.22038023029 2.66077336329 
-62.6887846229 -2.15468295142 1480790.45553 480297.238406 471.577859084 5117420.90769 1.02498024007 0.941308186926 0.472875032041 -0.424758328553 0.179155825722 
-64.3160042823 -3.17846854835 1660524.38517 433627.302079 173.469185965 4081779.14741 0.372275288971 0.531443384022 5.07454070025 -0.635593086471 1.50864434775 
